Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,17.180000,17.889999,17.010000,17.120001,14.023235,0
2017-01-01,17.219999,17.879999,17.219999,17.700001,14.962228,0
2017-02-01,17.760000,18.030001,17.680000,17.889999,15.122838,0
2017-03-01,18.080000,18.570000,17.879999,18.450001,15.596223,0
2017-04-01,18.420000,18.980000,18.250000,18.940001,16.010427,0
2017-05-01,18.990000,19.650000,18.990000,19.610001,16.576796,0
2017-06-01,19.730000,19.920000,19.540001,19.650000,16.610605,0
2017-07-01,19.650000,20.190001,19.559999,20.190001,17.067083,0
2017-08-01,20.320000,20.360001,19.930000,20.200001,17.075535,0
2017-09-01,20.230000,20.680000,20.120001,20.670000,17.472837,0
2017-10-01,20.660000,21.010000,20.650000,21.010000,17.760248,0
2017-11-01,21.040001,21.219999,20.680000,21.180000,17.903954,0
2017-12-01,21.090000,21.230000,20.690001,20.879999,17.650354,0
2018-01-01,21.040001,22.379999,21.040001,21.980000,19.091179,0
2018-02-01,22.040001,22.040001,20.330000,20.860001,18.118382,0
2018-03-01,20.629999,21.080000,20.230000,20.719999,17.996778,0
2018-04-01,20.430000,21.280001,20.430000,21.040001,18.274725,0
2018-05-01,20.990000,21.370001,20.500000,20.629999,17.918610,0
2018-06-01,20.780001,21.070000,20.190001,20.360001,17.684095,0
2018-07-01,20.160000,20.920000,20.160000,20.920000,18.170494,0
2018-08-01,20.830000,20.830000,19.930000,20.459999,17.770952,0
2018-09-01,20.270000,20.870001,19.889999,20.650000,17.935980,0
2018-10-01,20.650000,20.650000,18.590000,19.000000,16.502840,0
2018-11-01,19.240000,19.540001,18.629999,19.059999,16.554953,0
2018-12-01,19.280001,19.280001,17.010000,17.530001,15.226040,0
2019-01-01,17.440001,18.680000,17.309999,18.680000,16.740047,0
2019-02-01,18.639999,19.230000,18.430000,19.120001,17.134352,0
2019-03-01,19.209999,19.510000,18.860001,19.280001,17.277735,0
2019-04-01,19.510000,19.879999,19.510000,19.879999,17.815424,0
2019-05-01,19.770000,19.910000,18.870001,18.870001,16.910316,0
2019-06-01,19.010000,20.000000,19.010000,20.000000,17.922962,0
2019-07-01,20.059999,20.290001,19.580000,19.580000,17.546581,0
2019-08-01,19.570000,19.570000,18.709999,19.219999,17.223967,0
2019-09-01,19.200001,20.040001,19.200001,19.799999,17.743732,0
2019-10-01,19.639999,20.540001,19.280001,20.480000,18.353113,0
2019-11-01,20.660000,20.870001,20.600000,20.730000,18.577150,0
2019-12-01,20.610001,21.370001,20.530001,20.719999,18.568186,0
2020-01-01,20.879999,20.990000,20.180000,20.180000,18.646471,0
2020-02-01,20.219999,20.830000,18.650000,18.650000,17.232738,0
2020-03-01,18.910000,19.250000,13.920000,15.910000,14.700957,0
2020-04-01,15.380000,17.260000,15.240000,16.959999,15.671165,0
2020-05-01,16.620001,17.930000,16.500000,17.889999,16.530493,0
2020-06-01,18.139999,19.270000,18.030001,18.480000,17.075657,0
2020-07-01,18.500000,19.480000,18.500000,18.850000,17.417542,0
2020-08-01,19.120001,19.940001,19.120001,19.770000,18.267626,0
2020-09-01,19.740000,19.969999,19.080000,19.330000,17.861065,0
2020-10-01,19.420000,20.010000,18.559999,18.559999,17.149578,0
2020-11-01,18.850000,21.709999,18.850000,21.330000,19.709078,0
2020-12-01,21.690001,22.320000,21.440001,21.990000,20.318922,0
2021-01-01,22.040001,22.700001,21.690001,21.690001,20.420488,0
2021-02-01,21.980000,23.070000,21.980000,22.209999,20.910051,0
2021-03-01,22.610001,23.040001,22.240000,22.740000,21.409031,0
2021-04-01,23.000000,23.770000,23.000000,23.410000,22.039816,0
2021-05-01,23.650000,24.290001,23.309999,24.290001,22.868311,0
2021-06-01,24.340000,24.700001,23.889999,23.959999,22.557625,0
2021-07-01,24.020000,24.340000,23.400000,24.160000,22.745920,0
2021-08-01,24.290001,24.760000,24.049999,24.530001,23.094263,0
2021-09-01,24.770000,24.980000,23.719999,23.719999,22.331673,0
2021-10-01,23.790001,24.660000,23.530001,24.450001,23.018946,0
2021-11-01,24.730000,24.900000,23.340000,23.340000,21.973913,0
2021-12-01,23.309999,24.219999,22.860001,23.660000,22.275183,0
